datetime,source,url,title,content
2020-07-23,人事处,http://hr.ruc.edu.cn/bsjg/bsxcflbgs/xctzgg/0a398a5752624ad7a75d4924f49f6f3b.htm,[薪酬办]关于调整2020年度社会保险缴费基数的通知,各单位：北京市已于2020年7月发布2020年社会保险缴费基数上下限，现将调整2020年度社会保险缴费基数有关事宜通知如下：一、机关事业单位养老保险、职业年金根据有关规定，央保中心将自2020年8月起，正式按照学校核定并申报的2020年度缴费基数和北京市2020年社会保险缴费基数上下限，征收学校机关事业养老保险、职业年金费用，并自2020年1月起执行。因2020年1月至7月暂按2019年度缴费基数扣费，此次基数调整产生的2020年1月至7月机关事业单位养老保险、职业年金个人缴费差额，学校将自8月起，分5个月在本年度工资中补扣、退收。二、北京市社会保险根据有关规定，北京市海淀区社保中心将自2020年8月起，正式按照学校核定并申报的2020年度缴费基数和北京市2020年社会保险缴费基数上下限，征收学校失业保险、工伤保险费用和长聘制人员失业保险、工伤保险、医疗保险和养老保险费用，并自2020年7月起执行。因基数调整产生的2020年7月北京市社会保险个人缴费差额，学校将在8月工资中一次性补扣完毕。特此通知。人事处2020年7月23日
2020-05-29,人事处,http://hr.ruc.edu.cn/tzgg/fbfc910841e3460bb2d2b1896e24cd7c.htm,[人事处]2020年教师职务评审与岗位聘用工作专栏,相关表格材料陆续更新1.校内人员请通过微人大系统申报（6月4日前后开通），建议使用IE10及以上浏览器或Chrome浏览器进行申报，具体操作请见操作指南2.如果申报系统使用中遇到技术问题，请联系技术公司（电话：13031037263）或联系学校人事处（电话：82504529）一、工作通知中国人民大学2020年教师职务评审和岗位聘用工作通知二、相关表格1.职务评审相关表格1.1学院（系）学术委员会表决情况登记表（职称）1.2中国人民大学教师岗位聘用申报表（教授、副教授）1.3中国人民大学教师岗位聘用申报表（讲师、助教）2.岗位聘用相关表格2.1学院（系）学术委员会表决情况登记表（聘岗）2.2中国人民大学教师岗位聘用申报表（聘岗）2.3教师申报高一级岗位成果一览表3.同行专家评审相关表格3.1关于进一步规范同行专家评审工作的要求3.2同行专家鉴定意见表4.学院（系）2020年推荐参加教师职评岗聘工作的校外专家名单5.2020年教师高职岗位拟聘登记表（职务评审）6.2020年教师高职岗位拟聘登记表（岗位聘用）三、述职材料制作说明PPT述职材料（配音版）制作说明-教师四、系统操作指南1.职务评审和岗位聘用“微人大”操作指南（教师用稿）2.职务评审和岗位聘用“微人大”操作指南（人事干部用稿）3.同行评审系统操作指南（人事干部用稿）4.同行评审系统操作指南（评审专家用稿）5.同行评审系统操作指南（单位人事联系人用稿）五、科研成果登记操作指南1.科研管理系统使用说明-职务评审和岗位聘用申报使用2.科研管理系统录入科研成果操作指南
2020-05-29,人事处,http://hr.ruc.edu.cn/tzgg/dc6f176026ee41cc869e1dccf064ece3.htm,[人事处]2020年非教师职务评审与岗位聘用工作专栏,非教师职务评审和岗位聘用工作中：1.校内人员请通过微人大系统申报（6月4日前后开通），建议使用IE10及以上浏览器或Chrome浏览器进行申报，具体操作请见操作指南。2.如遇技术问题，请联系技术公司（电话：13031037263）或联系学校人事处（电话：82504529）。3.部分内容正在更新中，将陆续上线，敬请关注。一、工作通知1.2020年教师以外专业技术职务评审工作通知2.2020年教师以外专业技术岗位聘用工作通知3.2020年管理职员岗位聘用工作通知4.2020年工勤技能岗位聘用工作通知二、相关表格1.教师以外专业技术职务评审相关表格1.1-2020年教师以外专业技术职务评审组名单1.2-教师以外专业技术职务申报表、岗位聘用表（四级、七级、十级、十二级）1.3-2020年专业技术职务评审组表决情况登记表1.4-申报教师以外专业技术职务资格审核表（旧文件）1.4-申报教师以外专业技术职务资格审核表（新文件）1.5-申请转系列人员登记表（A4打印）1.6-报考专业技术职务任职资格申报表（A4双面打印）1.7-申报高级专业技术职务人员成果一览表2.教师以外专业技术岗位聘用相关表格2.1-2020年教师以外专业技术岗位聘用委员会分会名单2.2-教师以外专业技术岗位聘用申报表2.3-申报教师以外专业技术岗位资格审核表2.4-中级及以上专业技术人员综合情况统计表2.5-分会各系列各级专业技术岗位推荐人员一览表3.管理职员岗位聘用相关表格3.1-2020年管理职员聘用小组名单3.2-管理职员聘用申报表3.3-2020年管理职员聘用小组表决情况登记表3.4-申报管理职员岗位资格审核表4.工勤技能岗位聘用相关表格4.1-2020年工勤技能岗位聘用小组名单4.2-2020年工勤技能岗位聘用小组表决情况登记表三、述职材料制作说明PPT述职材料（配音版）制作说明-非教师四、系统操作指南1.2020年专业技术职务评审和岗位聘用信息系统操作指南（非教师用稿）2.2020年专业技术职务评审和岗位聘用信息系统操作指南（人事干部用稿）3.同行评审系统操作指南（人事干部用稿）4.同行评审系统操作指南（评审专家用稿）5.同行评审系统操作指南（单位人事联系人用稿）五、科研成果登记操作指南1.科研管理系统使用说明-职务评审和岗位聘用申报使用2.科研管理系统录入科研成果操作指南六、申报者提交材料汇总清单
2019-12-16,人事处,http://hr.ruc.edu.cn/bsjg/bsjsswbgs/jstzgg/c66b42930589424f9bb994b5066355b5.htm,[教师办]中国人民大学2019-2022学年教师岗位、师资博士后岗位招聘公告,"中国人民大学是一所以人文社会科学为主的综合性研究型全国重点大学，在长期的办学实践中，学校秉持""立学为民、治学报国""的办学宗旨，始终奋进在时代前列。为满足学校事业发展的需要，现面向社会公开招聘教师和师资博士后，具体事项公告如下：一、招聘岗位（一）杰出学者，面向国内外权威专家、知名学者、中青年骨干等，具体包括“讲席教授”、“特聘教授（A岗或B岗）”、“青年学者（A岗或B岗）”。（二）普通教师，面向具有扎实基础理论功底，较强教学科研能力和良好专业素养的优秀人才。（三）师资博士后，面向博士学位获得者，进入我校博士后流动站，从事师资博士后研究工作。二、招聘对象本次招聘面向“海外博士”、“其他单位调入人员”和“内地高校应届博士”。“海外博士”指在海外一流大学取得博士学位，且未在国内就业的学者；“其他单位调入”指在国内外一流大学取得博士学位，且已在国内外就业的学者，含博士后出站；“内地高校应届博士”指应聘当年在内地高校取得博士学位，且未与其他单位签订就业协议的应届博士毕业生。三、基本条件（一）遵纪守法、师德高尚、学风端正、治学严谨、为人师表、身心健康，热爱教育事业，遵守教师职业道德和行为规范，具有敬业精神和协作精神。（二）具有扎实的基础理论功底，较强的教学科研能力和良好的专业素养，具备履行相应岗位职责的能力。（三）原则上须在国内外一流大学经过本科－硕士－博士的专业学习，具有博士学位或本学科最高学位。不选留应届定向生、委培生。（四）应聘讲师及师资博士后岗位者年龄不超过35周岁，应聘副教授及以上岗位者年龄一般不超过45周岁。应聘中国人民大学“杰出学者支持计划”各级各类岗位者，年龄要求按“杰出学者支持计划”相关要求执行。四、招聘程序（一）岗位查询招聘学院（系）不定期在“中国人民大学人才招聘网”(zhaopin.ruc.edu.cn）发布招聘信息，应聘者可在“中国人民大学人才招聘网”的“教师招聘”和“师资博士后招聘”栏目中查看各学院（系）招聘岗位、人数、截止日期等信息。（二）个人申报应聘者在网站中注册并填写简历，根据网站提示上传相应材料。简历填写完成后，可根据个人情况和岗位信息选择希望申报的岗位。（三）学院（系）审核学院（系）初步审核应聘者材料并确定面试名单，由学院（系）学术委员会对应聘人员进行面试，包括试讲、答辩等相关考核。学院（系）党组织会议对拟选聘人选进行政治把关后，提交学院（系）党政联席会研究确定本单位拟选聘人选。（四）学校审核、公示学院（系）将拟推荐人选上报学校进行审核，由学校教师选聘专家工作组进行评议通过后，进行公示。五、其他应聘中国人民大学附属中学、附属小学、幼儿园，无需在“中国人民大学人才招聘网”填报。应聘中国人民大学附属中学教师岗位，请在其网站查阅及应聘,网址：http://www.rdfz.cn。应聘中国人民大学附属小学教师岗位，请在海淀教育人才网查阅及应聘,网址：http://www.rc.bjedu.cn。应聘中国人民大学幼儿园教师岗位，请在其网站查阅及应聘,网址：http://jobs.zhaopin.com/CC548918583J00230592009.htm。中国人民大学人事处中国人民大学人才工作领导小组办公室2019年12月16日"
2020-01-22,人事处,http://hr.ruc.edu.cn/bsjg/bszyglbgs/zytzgg/c1c9cdf75f7940eca0009d8488b4ceda.htm,[职员办]中国人民大学2020年度非教师岗位毕业生招聘启事,"根据中国人民大学2020年度招聘计划及相关规定，现就我校非教师岗位面向社会公开招聘毕业生事宜公布如下：一、招聘范围与基本条件（一）面向全日制普通高等院校2020届统招统分毕业生；初次就业的海外院校留学归国人员，需符合教育部留学服务中心关于在京就业落户的要求，录取时应提供留学服务中心出具的大学及以上各阶段学历学位的《国外学历学位认证书》。（二）具有较强的政治素质和良好的思想品德,勤奋敬业，稳重踏实，热爱高校教育管理与服务工作，熟悉教育政策，了解校史校情。有较强的组织管理能力、协调能力、语言表达能力，具备公文写作与处理的基本知识和能力，能够运用外语进行日常工作交流，能够熟练运用各类常用办公软件，健康状况良好。（三）一般应具有硕士及以上学位，硕士毕业生年龄一般不超过27周岁，博士毕业生年龄一般不超过32周岁。若北京市毕业生落户政策要求硕士毕业生年龄小于27周岁或博士毕业生年龄小于32周岁的，以落户政策为准。（四）一般岗位报名须取得2020年度中央机关及其直属机构录用公务员考试（国家公务员考试）成绩或北京市各级机关录用公务员考试成绩，且不低于中央机关或北京市录用公务员考试的最低合格分数线，其中国家公务员考试（不分报考类型）最低合格分数线为总分110分、行政职业能力测试60分；北京市公务员考试最低合格分数线为报考市级机关一般职位的最低合格分数线，即总分110分、行政职业能力测试60分。中国人民大学学工系统学生骨干培养计划成员（以下简称工保生）和经学校批准的专业技术性很强的岗位（主要包括土建类、电工类、计算机类等专业中类的相关岗位，以下简称专业技术性很强的岗位），应聘报名时可不要求公务员考试成绩，但应参加学校组织的相应笔试且成绩合格。（五）非本校教职工配偶、子女及其他直系血亲、直系姻亲。二、招聘岗位及要求2020年我校计划招聘非教师岗位毕业生若干名，包括管理职员岗位和教师以外专业技术岗位。（一）管理职员岗位主要是从事教务、科研、人事、外事、党务、办公室及团学事务等方面管理工作，其中学院专职辅导员岗位以及校党委学生工作部、校团委的岗位专称为学生工作岗位。教师以外专业技术岗位主要从事编辑出版、图书资料、会计统计、工程实验等教学辅助和专业技术服务工作。（二）专业中类要求全日制普通高等院校2020届统招统分毕业生应聘者所学专业对应的专业中类应符合我校要求。其中京内生源（北京生源）指毕业生已具有北京市常住居民户口（不含高校学生集体户口），即由本科起连续攻读至今未间断学业，毕业生高考户籍所在地为北京的；或当前学历入学前有过工作经历且已在北京落户的。京外生源：电工类、电子与信息类、法学类、工商管理类、公共管理类、管理工程类、管理科学与工程类、教育学类、经济学类、科技信息与管理类、马克思主义理论类、农林经济管理类、热能核能类、社会学类、数学类、思想政治教育类、图书馆、情报与档案管理类、图书信息档案学类、土建类、外国语言文学类、心理学类、新闻学类、信息与电子科学类、哲学类、政治学类、中国语言文学类等。京内生源（北京生源）：除京外生源所限定的专业中类外，还包括公安学类、历史学类、体育学类、图书馆、情报与档案管理类、新闻传播学类、艺术类以及其它人文社科类专业中类。初次就业的海外院校留学归国人员所学专业参照对应相应的专业中类。(三）我校将根据上级部门下达的毕业生接收计划数量和实际情况，适当对招聘岗位、专业要求做出调整。应聘者所学专业对应的专业中类不符合以上要求的，也可申请并先行参加学校组织的笔试。（四）我校组织的笔试包括两类：A类是普通类笔试，指面向学生工作岗位以外的其他岗位应聘者的笔试，重点考查外语水平；其中工保生和专业技术性很强的岗位的应聘者，如未提供公务员考试成绩，还需加试综合职业能力测试。B类是学生工作专项笔试，指面向学生工作岗位应聘者的笔试，重点考查学生工作管理相关知识与能力。应聘者在招聘系统中报名时，可选择只参加A类或B类其中一项考试，也可选择两类考试均参加（考试时间不冲突）。A、B类笔试结果只对本类岗位有效。（五）参加我校组织的笔试合格者且符合我校同类岗位调剂或新增岗位要求的，可申报相应岗位；不符要求的，不可进行后续岗位申报、面试。三、招聘程序（一）网上申报。我校于1月21日（周二）开通网上应聘申报服务。应聘者请于2020年2月20日（含）之前登录招聘系统进行网上申报。申报网址为：http://zhaopin.ruc.edu.cn。（二）学校初步审查应聘者资格。审查内容包括专业、年龄、学历学位、公务员成绩、毕业生类别等。初步审查通过的，方可参加笔试；不符合基本要求的，不得参加笔试。在资格审查阶段，新提交的申请不予受理；已审查通过的申请不能修改。请应聘者及时登录招聘系统查询申请状态。（三）2月25日（周二）左右，学校公布参加笔试的人员名单。请应聘者及时登录人事处招聘网站查询并确认。（四）2月29日或3月7日（考试日期待确定其中一天，并与参加笔试人员名单同期公布），学校人事处组织笔试（即A类笔试）。参考人员需携带打印出的准考证、公务员成绩单及身份证。学生工作专项笔试（即B类笔试）安排另行通知。（五）3月中旬左右，学校人事处公布笔试成绩合格人员名单和具体岗位需求。笔试成绩合格人员通过招聘网站申报具体岗位。具体事项另行通知。（六）3月下旬起，各用人单位组织差额面试，原则上面试差额比例一般不少于1：5，不足1：5的，学校可按专业中类进行调剂。各用人单位应成立招聘工作组，组织本单位面试。如有需要，也可进行专业笔试。面试一般采用无领导小组讨论等结构化或半结构化形式。学生工作岗位应聘者还需参加我校学生工作干部选聘工作委员会组织的面试，具体安排另行通知。（七）4月中旬前，各单位按等额或差额比例向学校提交拟聘用人选名单，拟聘用人选须由各单位党政联席会、处（部、院）务会等集体决定，如有必要，可安排一至两周实习。学校同时安排体检、政审。（八）拟聘用人选经学校选聘审议工作组会议审议后报学校审批，审批同意后陆续进行网上公示。（九）5月下旬前，学校与拟聘用人选陆续签订三方就业协议，办理相关聘用手续。四、其他事项（一）为确保应聘申报顺利、成功，请应聘者务必在申报前，详细阅读“2020年非教师岗毕业生应聘人员操作指南”和“常见问题解答”（附件1、附件2），申报中注意页面提示内容。（二）联系方式：工作邮箱：ruczhaopin@163.com。附件：1.2020年非教师岗毕业生应聘人员操作指南2.常见问题解答中国人民大学人事处2020年1月21日"
2019-04-01,人事处,http://hr.ruc.edu.cn/bsjg/bsxcflbgs/xctzgg/33150f1ccade493c96ee3ad797d33f5c.htm,[薪酬办]机关事业单位养老保险缴费基数调整相关问题解答,根据中央国家机关养老保险管理中心（以下简称：央保中心）有关规定，我校应于每年年初调整机关事业单位养老保险和职业年金缴费基数，新基数自当年1月起执行。因为缴费基数关系教职工每月的保险扣款金额，也关系将来养老待遇的核定，为了使大家能够对养老保险、职业年金缴费问题有清楚的认识和了解，我们特地就缴费基数核算、缴费比例、个人扣费等问题进行了梳理，以问答的形式告知大家，以解答大家的疑问。1、如何核算个人缴费基数？根据《人力资源和社会保障部财政部关于印发〈在京中央国家机关事业单位工作人员养老保险制度改革实施办法>的通知》（人社部发﹝2015﹞112号）规定，事业单位工作人员养老保险缴费工资基数包括：本人上一年度工资收入中的基本工资、国家统一的津贴补贴（国家统一规定纳入原退休费计发基数的项目）、工改保留补贴、绩效工资（限高线以下部分）。实际操作中，人事处严格按照国家规定，以教职工上一年度实际月均收入为依据核算养老保险缴费工资基数。机关事业单位职业年金缴费工资基数和养老保险缴费工资基数一致。2、缴费比例是多少？根据国家规定，机关事业单位养老保险单位缴费比例为20%，计入社会统筹基金，个人缴费比例为8%，计入个人账户；职业年金单位缴费比例为8%，个人缴费比例为4%，全部计入个人账户。3、如何确定缴费基数上下限？缴费基数的上限为北京市上一年度职工月平均工资的300%，下限为北京市上一年度职工月平均工资的60%。根据央保中心通知，学校申报缴费基数时暂不确定上下限，由央保中心负责确定。4、每年何时补扣养老保险、职业年金费用？根据央保中心通知，每年3月25日前完成当年缴费基数申报工作。因机关事业单位养老保险、职业年金以自然年为缴费年度，即基数应自每年1月起执行。例如3月申报缴费基数，央保中心将会补扣当年1月、2月、3月的养老保险、职业年金缴费差额。5、如何打印养老保险缴费证明？教职工如需打印本人养老保险缴费证明，须持个人有效身份证件，前往央保中心办公大厅打印。由于养老保险清算工作尚未完成，截止2019年3月，央保中心仅能查询和打印2018年6月以来的养老保险缴费证明。央保中心地址：北京市东城区安定门外大街136号，皇城国际大厦一层联系电话：64263320人事处2019年4月1日联系人：古君如联系电话：82509717
2020-08-14,人事处,http://hr.ruc.edu.cn/tzgg/a89ab644b0924fe392d5fec77fd0f510.htm,[人事处]关于拟调入管理职员和教师以外专业技术人员的公示,根据《事业单位公开招聘人员暂行规定》（人事部令第6号）、《关于进一步规范事业单位公开招聘工作的通知》（人社部发〔2010〕92号）、《事业单位人事管理条例》（国务院令第652号）、《中国人民大学管理职员和教师以外专业技术人员选聘管理办法》（2018-2019学年校政字42号）等文件精神，经公开招聘、用人单位综合考察、学校审核，现将拟调入管理职员和教师以外专业技术人员情况公示如下：单位姓名性别出生年月最高学历学位毕业学校岗位名称新校区建设办公室黎学超男1987年1月硕士研究生/工学硕士北京建筑大学教师以外专业技术岗位商学院潘璇女1993年4月博士研究生/管理学博士清华大学管理职员岗位物理学系杨焕成男1988年11月博士研究生/理学博士中国人民大学教师以外专业技术岗位后勤集团谢聪女1986年8月硕士研究生/公共管理硕士北京科技大学管理职员岗位后勤集团黄灵燕女1984年11月硕士研究生/管理学硕士清华大学管理职员岗位公示时间为2020年8月14日—2020年8月25日。若对上述同志的调入有异议，请在公示期内以书面形式具名向人事处反映。监督电话：82509035监督邮箱：rsczyb@ruc.edu.cn人事处2020年8月14日
2020-08-14,人事处,http://hr.ruc.edu.cn/tzgg/35fa71450e24468292c86819643ab6b8.htm,[人事处]中国人民大学关于2020年非教师岗位毕业生招聘拟聘用人选（第二批）的公示,根据《事业单位公开招聘人员暂行规定》（人事部令第6号）、《关于进一步规范事业单位公开招聘工作的通知》（人社部发〔2010〕92号）、《事业单位人事管理条例》（国务院令第652号）、《中国人民大学管理职员和教师以外专业技术人员选聘管理办法》（2018-2019学年校政字42号）等文件精神，现将2020年非教师岗位毕业生招聘拟聘用人选（第二批）公示如下：序号姓名性别专业学位1左宁女汉语国际教育硕士2王欣然女德语语言文学硕士3宋颖女管理科学与工程硕士4李小静女档案学硕士5张艳茹女税务硕士6于晓敏女国际商务硕士7刘奕伶女税务硕士8李诗秋女社会工作硕士9焦娇女公共管理硕士10田川男人口、资源与环境经济学硕士11易靖雯女电信学硕士12孙元坤女会计与金融硕士公示时间为2020年8月14日—2020年8月21日。若对拟聘人选有异议，请在公示期内以书面形式具名向人事处反映。监督电话：010-82509035监督邮箱：rsczyb@ruc.edu.cn.人事处2020年8月14日
2020-08-03,人事处,http://hr.ruc.edu.cn/bsjg/bsrstpbgs/rstzgg/e86466e9e1504f1b8a16b7bc591c6430.htm,[调配办]关于暑假期间人事处人事档案室工作安排的通知,为了便于校内外单位及教职工查阅档案需要，人事处人事档案室暑假期间提供在编在职人员（含博士后）人事档案查阅服务，具体安排如下：一、值班时间：每周一、周四上午8:30-11:30，下午14:30-17:00二、值班地点：人事档案室（明德主楼11层第六会议室）三、值班电话：82504699人事处2020年8月3日
2020-08-03,人事处,http://hr.ruc.edu.cn/bsjg/bsxcflbgs/xctzgg/f90f4e593e7242bebabc4498f4168fe8.htm,[薪酬办]2019年度年终一次性困难补助情况公示（第二批）,根据《中国人民大学职工福利费管理办法》（2016-2017学年校政字31号）及2019年度学校福利费管理委员会会议精神，现将2019年年终一次性困难补助第二批补助名单予以公示，公示期5天。附件：年终一次性困难补助名单（第二批）中国人民大学福利费管理委员会2020年8月3日
