Unnamed: 0,datetime,source,url,title,content
57,2020-08-10,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1475.html,中国人民大学社会与人口学院关于2021年MSW新增社会政策招生方向的说明,为了加快培养国家急需的社会建设高层次人才、完善我院研究生人才培养体系，从2021招生年度起，我院将在原有的MSW社会工作专业方向之外，新增“社会政策”研究方向，招收社会政策专业方向的专业学位硕士研究生（简称MSP项目）。一、培养目标该方向面向我国社会政策实践需要，培养兼具国际视野和国情意识，掌握社会政策基本理论和方法，善于分析和解决社会问题，具备较强社会政策研究、分析、规划、制订、评估能力的高级应用型专业人才。毕业生具备在政府社会管理、民生服务、政策研究等相关部门，社会服务专业机构、国际组织、高端智库、社会组织，以及调查咨询及评估机构等单位从事宏观管理、政策制订与评估、项目管理与评估等工作的专业素质和能力。二、培养模式依托我院社会学、社会工作、人口学等各专业雄厚的师资力量和厚实的研究基础，坚持理论教学和专业实践相结合的原则，打造高质量、复合型的课程体系，注重培养学生的实践能力和创新能力。2021年仅招收全日制学生，学制为2年。学费与原有MSW专业方向一致。考试方式为推荐免试及全国统考。报考类别为非定向。入学后不允许在专业内调整方向。三、其它事宜2021年拟招生名额为20人。相关情况以2021年中国人民大学招生简章公布为准。未尽事宜，可来电咨询：韩老师：010-62513355中国人民大学社会与人口学院2020年8月第二期“求实优德”厚重人才成长支持计划招...
28,2020-08-02,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1474.html,社会与人口学院圆满完成2020届毕业生离校工作,今年，“毕业季”撞上了“疫情期”，每位毕业生的身体健康与财产安全始终牵动着学院的心。如何在保障每位毕业生命财产安全的前提下，做好2020届毕业生离校工作，确保每位毕业生平稳就业，毕业典礼如期举行，行李物品安全抵达，毕业材料顺利寄送，是摆在学院面前的首要问题。受疫情影响，2020届毕业生的就业工作面临严峻挑战。学院严格落实“一把手”工程，多措并举稳就业，尤其关注困难群体的就业情况。学院开展了一系列“校友讲堂”和“伙伴分享，助力成长”职业发展讲座，借助榜样的力量，为毕业生指引方向，并针对就业过程中可能遇到的问题给出经验解答。学院还与“得到”公司合作，为毕业生订购在线课程，切实提升毕业生的就业力、竞争力，确保每位毕业生平稳就业。6月29日，2020届“云”毕业典礼隆重举行，学院全体毕业生及学生家长共同参与并见证了这一神圣而庄严的时刻。学院周到筹备、暖心安排，以线上线下相结合的方式向圆满完成学业的2020届全体毕业生表示衷心祝贺和美好祝愿，弥补了大家不能返校的遗憾。毕业生行李打包是2020届毕业生离校工作的重要内容。为稳步推进毕业生离校工作，学院始终将学生切身利益放在首位，以学生的实际需求为准绳，“以人为本、一人一策”的工作原则，安排专人与京东快递进行洽谈达成了合作，专项采购了封箱器、胶带、直播架、手套等器具，制订了“专人沟通+行李打包+运送寄出”的全流程工作方案，细致做好毕业年级学生行李寄送工作。截止7月31日，学院263名学生的行李打包寄送工作全部完成。自6月底面向学院全体教工发出倡议以来，学院全体教工积极响应，迅速组建起一支由学院领导班子、系主任、副系主任、班主任、导师、辅导员参与的志愿者服务队，共有45名教职工志愿者加入到了打包队伍中，为毕业生提供行李打包服务。7月1日，在院长冯仕政和书记高燕燕的带领下，首批学院教工及学生志愿者分组开始行李打包工作。7月11日，为了更好地推进学院行李打包寄送工作，副校长朱信凯，学生处处长罗建晖一行来到学院学生宿舍，视察指导行李寄送工作并看望慰问了现场打包的师生。事前沟通、线上直播、分类打包、安排寄送……行李打包寄送过程中的每个细节都流露出学院对每位毕业生的关怀与牵挂。27个日夜不停歇，千余件行李暖心寄，每一次视频连线，都是一次珍贵的“云端”相见，每一句耐心的询问，都讲述着一个难忘的毕业故事，所有的付出都只为送给毕业生们一个满意的毕业“寄”。为了给每一位2020届毕业生都留下美好难忘的毕业回忆，学院给每位毕业生量身打造了毕业纪念册、毕业手环、专属明信片等特色纪念品，并连同个人的毕业材料，精心制作成“毕业大礼包”快递给每一位毕业生，保证物品无遗漏，人人有惊喜。行李有归期，情谊无止境，愿这个特殊的毕业季书写出每个人难忘的人生景致，也愿这次突如其来的疫情能够留给大家不畏困难的精神品质。社会与人口学院2020届“云”毕业典礼隆重社会与人口学院召开教职工大会宣布干部任免
73,2020-07-23,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1473.html,社会与人口学院召开教职工大会宣布干部任免,7月22日下午，社会与人口学院召开线上教职工大会宣布干部任免，朱信凯副校长出席会议，学院党政班子成员、全院教职工参加会议。会议由学院党委书记高燕燕主持。会上，学校党委组织部副部长李铭同志宣读了学校关于社会与人口学院干部任免的决定。任命宋月萍同志为社会与人口学院副院长，同意张耀军同志辞去社会与人口学院副院长职务。张耀军同志发言，对学校领导的关心、学院的培养和同事的帮助表示感谢。他表示，将在新的教学科研岗位中继续努力工作，为学校的学科发展和人才培养工作做出自己的贡献。宋月萍同志发言，对学校党委的信任、学院领导及同事的支持表示感谢。她表示，将严于律己、虚心学习、踏实做事，积极配合学院主要领导做好本职工作，为学院的发展贡献力量。冯仕政院长代表学院班子发言，完全赞同并拥护学校的决定。他表示，此次干部调整工作平稳、高效充分体现出了学校对社会与人口学院的重视与厚爱。感谢张耀军同志对学院学科建设、人才培养等工作作出的贡献。希望宋月萍同志以更高的标准要求自己，在新的岗位上进一步展现才华和能力。朱信凯副校长讲话，对张耀军同志的工作表现表示充分肯定，对他为社会与人口学院发展建设做出的贡献表示感谢。希望宋月萍同志尽快转变角色，履行好工作职责，尽心尽力做好学院工作。他强调，学院要团结一致，继续保持学科优势，扎实推进“双一流”建设，争取在新一轮学科评估中取得好成绩。社会与人口学院圆满完成2020届毕业生离校朱信凯副校长到社会与人口学院指导毕业生行李...
76,2020-07-21,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1472.html,第二期“求实优德”厚重人才成长支持计划 招生公告,为进一步突出我校人文社会科学在教育领域的旗帜性作用，整合我校综合性学科优质资源，培养我校学生扎根社会、知行合一的成才理念，提升学生的专业学习能力、社会实践能力、知识应用能力，根据《中国人民大学“厚重人才成长支持计划”实施方案》有关内容，特制定《中国人民大学“求实优德”厚重人才成长支持计划》。本计划学员定位于我校本科2018级、2019级的全日制本科生，学员遴选拟于2020年9月进行，鼓励全校范围内优秀学生共同参与。本计划的成员报名采取学院推荐和自主报名相结合，经过面试考察后确定最终人选，计划选拔至多22名学生。一、项目简介（一）	指导思想习近平总书记在2018年全国教育大会讲话中强调，坚持党对教育事业的全面领导，坚持把“立德树人”作为根本任务。靳诺书记曾提出，要将“厚重人才成长支持计划”项目作为学院基层党委开展“立德树人”工作的重要抓手，充分发挥“学生本位”的能动性。中国人民大学一直以“国民表率、社会栋梁”为人才培养目标，通过多项精英人才培养项目，全面提升学生的综合素质，提倡学生走出学校、走向社会。社会与人口学院始终秉持“增促社会进步、减缩社会代价”的宗旨，坚持“立德树人”的人才培养理念，率先提出以自主化、社会化、专业化、系统化的育人机制服务学生全面成长的特色人才培养项目——“优质成长计划”。一直以来，社会与人口学院坚决落实“三全育人”要求，积极贯彻落实本科人才培养路线图中的各项要求，立足第二课堂，融通第一课堂，依托“优质成长计划”建设新时代育人的新高地。“求实优德”计划正是积极响应国家及我校长远发展要求，丰富“优质成长计划”的人才培养内容，提倡“脚踏实地、深入基层”，强调“提升个人价值、感受专业魅力”，培养“社会情怀”。秉持“厚基础、宽口径”的培养理念，充分利用社会学一级学科的优势，为学生搭建交流学习、社会实践、感恩回馈的平台，强化专业知识，开拓社会学视野，培养跨学科思维，促进学生全面发展。（二）	培养目标依托社会与人口学院社会学一级学科的平台和优势，注重经典和当代多方面社会科学理论学习、定性和定量双维度社会研究方法训练，锻炼学员的社会学思维；强调科学的田野调查，在“社会互动”中实现学员“再社会化”的成长，努力培养具有社会学理论深度和实干才能的创新型人才。（三）	培养模式“求实优德”厚重人才成长支持计划紧密结合我院社会学一级学科的优势和特色，着重增进学员对社会学学科的了解与学习，特别是社会学方法的应用，增强学员对社会管理与社会政策的现实理解，培养学员对公共服务的精神理解和责任担当。具体设置以下三个模块：1、夯实学科基础，培养社会情怀（1）精实课程“精实课程”包含专业讲座和专业课程两部分，旨在依托校内各项学习资源，全面提升学员对社会学学科知识和技能的掌握水平，培养社会学理论功底深厚、问题认识深入全面、专业技能扎实过硬的复合型人才。具体包括专业讲座和专业课程两大块。（2）读书沙龙读书沙龙旨在拓宽学员的知识视野，增进对某一专题领域的深入了解。在项目执行期间，导师团商议推荐选读书目，各学习小组每学期至少组织一次全体学员参与的读书沙龙，并邀请相关导师进行解读评析，并形成个人读书报告和小组读书简报。（3）公益支教在项目执行期间，“求实优德”学员将前往西部欠发达地区进行支教活动，讲授创新、学习、英语、文化、心理等方面的课程，同当地学生进行交流，在帮助当地学生拓宽视野的同时增强学员对乡土社会的了解，激发学员的社会责任感和担当意识。最后的个人支教体悟结集成册。2、丈量祖国大地，感受时代脉搏（1）社会实践旨在通过开展实地调研和参与项目调查来加深学员对社会现实问题的理解，培养学员的社会责任感，增强社会学方法的运用能力，加强学科知识和社会实际问题的联系。主要包括实地调研和项目调查两大内容。（2）课题研究以学院教师专攻领域为分组依据，成立社会治理、社会服务、社会建设等相关课题组别，学员们可以根据自己的兴趣和需求进行选择。采取开题审议和结项答辩等方式进行课题研究管理，最终形成课题研究报告，并鼓励学员以此成果积极参与大学生创新实验计划、大学生创业训练计划、“创新杯”学生课外学术作品竞赛等赛事。3、关注公共服务，提升国际视野（1）国际游学本项目计划安排学员前往境外知名学府学习社会学学科相关课程，参与前沿讲座，并于国外高校学生以及专业领域资深人士进行深入交流。感受不同的文化氛围，了解国际前沿的学科发展状况和动向，增强学科兴趣，提升学科素养。同时为学员未来学业和职业规划发展提供参考。（2）机构参访本项目计划安排学员前往发达国家或地区，调研公共部门、社区机构、社工组织等相关机构，通过对相关机构进行调研参访，了解学科所学内容的实际应用，特别是先进社会管理经验和社会政策的实务成果。在调研结束之后进行相关的报告撰写和展示，并在老师的指导下完善调研成果。4、激励机制旨在鼓励学员积极参与项目运营和各项活动、撰写相关学术成果。由项目执行委员会具体负责，制定管理类、学术类和综合类奖学金评审办法并在项目运营初期进行公布，在项目总结阶段进行评审颁发。5、退出机制退出机制由项目执行委员会具体负责，对不适合或不能按计划完成培训任务、不能达到培训目标的学员，经项目委员会评定，建议其退出“求实优德”厚重人才成长支持计划。（四）	组织保障1、管理机构“求实优德”厚重人才成长支持计划由社会与人口学院项目执行委员会负责。2、导师团本项目的学生培养导师团由社会与人口学院相关学科优秀教师和海内外杰出校友共同组建。导师团立足学科教育与社会实习等有效社会教育契机，搭建学习交流、社会实践平台。3、辅导员由优秀研究生担任，共计两名，具备强烈的责任感，具有高效执行力，工作能力突出、项目经验丰富，为人热情开朗，热爱社会事业，具有社会情怀，学习成绩优秀，专业素养较高。4、学员自主管理机制本项目提倡学员自主管理，在参与项目运营中，提升团队合作意识和个人组织策划能力。项目将选拔2名班长，并形成4个学习组、4个职能组。二、	招生要求（一）	选拔对象本项目面向2018级和2019级本科生计划选拔至多22名学员。（二）	选拔原则以“公平、公正、公开”为基本原则，以学习成绩、道德品质和活动表现为主要参考标准，在全校范围内选拔热情、积极、具有发展潜力、综合表现优异的优秀学生。其中，各类学术竞赛中获得突出成绩者、具备媒体宣传等相关技能者、担任学生干部者、具有各类学生组织或社团工作经历者、具有社会实践经历者优先考虑，且同等情况下侧重考虑来自西部边远地区和家庭困难的优秀学生。有学术不端行为的、违纪受处分且在处分期内的，以及其他存在思想品德问题或违反校纪校规的学生不得入选。（三）	选拔条件1、我校全日制本科2018级、2019级学生；2、成绩优良，平均GPA成绩不低于3.3；3、性格开朗，心态阳光，为人善良，关心他人；4、热爱国家，遵纪守法，诚实守信，品行端正；5、踏实肯干，勤奋刻苦，具有较强的执行力；6、富有责任感，由于承担责任，对自己负责，对团队负责；7、具有较好的团队合作精神和大局意识；8、具备一定的管理能力、语言沟通能力、学习能力，有学生工作经历、活动组织经验者优先考虑；9、具备良好的身心素质，能够承受一定的压力并调节自我情绪；10、对社会服务、社会建设、社会治理等相关领域具有一定的学习热情，在人文社科领域有一定的自我积累，有社会实践、志愿服务经历者优先考虑；11、能熟练使用Word、PowerPoint、Excel等办公软件，有微信公众号运营经验，擅长PS、视频软件等宣传技能者优先考虑。（四）	报名方式1、报名流程登陆“微人大”-进入“服务”界面-选择《第二期“求实优德”厚重人才成长支持计划报名申请》-如实填写报名表-提交报名表。2、截止日期2020年8月2日（周日）晚24点。（五）	面试选拔与结果公布“求实优德”厚重人才成长支持计划项目执行委员会对报名表进行初审后确定参与面试的人选，主要考察学生专业能力与综合素质。面试时间预计为2020年9月，具体另行通知。选拔结果将于面试结束后及时公布。联系人：庄溪瑞联系方式：zhuangxirui@ruc.edu.cn中国人民大学“求实优德”厚重人才成长支持计划项目执行委员会2020年7月21日中国人民大学社会与人口学院关于2021年M...中国人民大学社会与人口学院2020年面向港...
66,2020-07-17,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1471.html,中国人民大学社会与人口学院2020年面向港澳台硕士研究生招生初试成绩及复试分数线,一、初试成绩二、复试分数线第二期“求实优德”厚重人才成长支持计划招...中国人民大学社会与人口学院2020年博士研...
45,2020-07-16,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1470.html,高燕燕书记讲授“党旗飘扬·构筑红色防火墙” 专题微党课,2020年6月30日中午，社会与人口学院党委书记高燕燕以“在疫情大考中交出合格答卷”为题在线讲授“党旗飘扬·构筑红色防火墙”专题微党课，全院学生党员参加党课学习。高燕燕指出，新冠肺炎疫情是近百年来人类遭遇的影响范围最广、全球性的大流行病。面对这场人类与病毒的战争，党和政府坚持人民至上、生命至上，高度重视、迅速行动，习近平总书记亲自指挥、亲自部署，统揽全局、果断决策，不惜一切代价维护人民生命安全和身体健康，带领全国人民同舟共济、共克时艰。疫情防控阻击战取得了重大战略成果。学院党委坚决贯彻落实总书记重要讲话和指示批示精神，严格按照学校党委要求积极开展工作，将疫情防控工作视为“不忘初心、牢记使命”的又一“战场”，在大考中践行初心使命，统一思想，坚定信心。教育、引导、带领全院师生，将思想政治工作、教学科研工作、基层党建工作和疫情防控工作有机结合，为坚定守好“责任田”、坚决打赢疫情防控阻击战提供了坚强政治保证和组织保证。在疫情防控中做到党旗飘起来，党徽亮出来。她从“打造‘9+3’疫情防控立体防护网”、“发挥专业优势深度‘战疫’”、“防疫课堂育人成效明显”、“担当作为激发党组织活力”四个方面，系统总结并展示了学院师生的抗疫实践及成果。高燕燕强调，这次疫情让我们体会到大考面前，每一个岗位，每一份责任，都是一个微型考场，一名党员就是一面旗帜，一次行动就是一份答卷。面对危机，我们一定要有“站的出来、冲得上去”的担当。虽然，对我们普通师生来说，没有机会向北大援鄂医疗队的队员们那样冲在第一线，但坚守岗位，坚持学习工作，发挥好专业优势，做好防疫，就是尽职。这次抗击疫情的经历告诉我们，只要每一位党员都坚定理想信念，矢志奋勇争先，我们党就能汇聚起更磅礴的力量，不断创造新的伟业，铸就新的辉煌。希望全院学生党员都能扛起责任，经受考验，加强学习，提升本领，在危机中育新机，于变局中开新局。尤其要自觉讲政治，对国之大者要心中有数，关注党中央在关心什么、强调什么，人民需要什么，深刻领会什么是党和国家最重要的利益，什么是最需要坚定维护的立场，切实把增强“四个意识”、坚定“四个自信”落实到行动上，在大战中进一步践行初心使命，如习总书记所期望的那样，“在为人民服务中茁壮成长、在艰苦奋斗中砥砺意志品质、在实践中增长工作本领”，在疫情防控大考中交出合格答卷！社会与人口学院党委开展“不忘初心、牢记使命...
26,2020-07-15,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1469.html,朱信凯副校长到社会与人口学院指导毕业生行李寄送工作,2020年7月11日，中国人民大学副校长朱信凯，学生处处长罗建晖一行来到社会与人口学院学生宿舍，视察指导学院毕业生行李寄送工作，学院院长冯仕政、党委书记高燕燕等陪同。朱信凯副校长详细了解了行李打包寄送的情况，看望慰问了现场打包的师生志愿者，还通过视频连线与毕业生亲切交流，传达了学校对毕业生的关心和祝福。朱信凯副校长表示，学院要始终将学生切身利益放在首位，以学生的实际需求为准绳，贯彻落实好学校“以人为本、一人一策”的工作原则，细致做好毕业年级学生行李寄送工作。自6月底启动行李寄送工作以来，社会与人口学院科学规划、妥当安排，领导班子成员率先垂范、带头开展行李打包工作，全体教职工积极响应、用心参与到此项工作中。截至7月15日，我院已顺利完成142名学生的毕业“寄”工作，共有45名教职工志愿者加入打包队伍，委托行李打包工作完成率近90%。行李寄送的事前沟通、线上直播、分类打包、安排寄送等全部工作皆由教职工志愿者和在校学生志愿者亲手完成。“行李打包已完成，同学们记得常回家看看！”行李打包工作不仅是学生毕业季最后的一环，也为师生们创造了一次珍贵的云端相聚的机会。在“云”沟通的过程中，学生们向老师们传递着久别的思念之情与毕业的感恩之心，老师们也借此机会与同学们沟通近况，并送上临别的真情赠言。许多教师志愿者表示，帮助学生打包行李的过程十分愉快，特殊的毕业“寄”中也发生了许多让他们难忘的精彩故事。一个又一个行李打包的专属小群，一轮又一轮挥洒汗水的现场直播，一次又一次贴心的问候，真正实现了行李打包工作中的“一人一策”。毕业生们虽身处天南海北，但小小的镜头实现了他们与母校的云端相聚，尽力帮助他们圆满这特殊的毕业季的遗憾。毕业生们表示在云端相聚的短暂时光里，老师们都耐心细致、认真负责地为他们打包行李，镜头对面老师们反复确认、仔细寻觅物品的小细节也让他们倍感贴心。毕业“寄”寄送着师生志愿者用热情和耐心为同学们打包的行李，也传递着学院对毕业生们的思念和美好祝福。在接下来的工作中，学院将进一步总结经验，修订工作方案，不断提升工作质量和效率，进一步落实学生的需求，为毕业生行李寄送工作书写圆满终章。社会与人口学院召开教职工大会宣布干部任免“双一流”建设中的社会工作与社会政策学术研...
21,2020-07-13,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1468.html,“双一流”建设中的社会工作与社会政策学术研讨会成功举办,2020年7月11日，“双一流”建设中的社会工作与社会政策在线学术研讨会顺利召开，会议由中国人民大学社会工作与社会政策系主办，《社会建设》杂志社协办。本次会议邀请了18位青年学者做大会主题报告，并邀请了8位资深专家对会议发言进行点评。学者们分别来自北京大学、复旦大学、南京大学、中山大学、中央民族大学、南开大学、厦门大学、吉林大学、上海大学、华东理工大学、华东师范大学、云南大学、西安交通大学、南京理工大学和中国人民大学。本次研讨会采取云端连线的方式举行，通过腾讯会议、微信、哔哩哔哩三个平台同步直播，观看会议直播的人数总计16368人次。研讨会开幕式由中国人民大学社会工作与社会政策系主任张会平教授主持。中国社工教育协会常务副会长关信平教授、中国社工教育协会副会长兼秘书长马凤芝教授、中国社工教育协会副会长彭华民教授、中国人民大学社会与人口学院院长冯仕政教授分别致辞。关信平在致辞中回顾了社会工作在专业治理和民生保障方面取得的成就，并期待社会工作专业教师和学生在社会工作制度化的过程中承担更大的责任。马凤芝在致辞中分享了一流社会工作学科应该关怀人类社会发展和中国特色现实问题，勉励青年社会工作学者扎根本土实际，回应中国社会发展的重大需要，为社会工作学科的发展做出贡献。彭华民对近十年来青年社会工作学者成长表示了高度肯定，并勉励青年学者继续担当学术发展和学科发展的重任。冯仕政教授对与会学者表示诚挚的欢迎，并预祝会议取得圆满成功。他指出，社会工作学科建设要面向经济和社会发展，回应社会关切，希望社会工作青年学者在本次研讨会上充分交流、加强联系，产出更多优秀的学术成果。大会共设立了四个单元的主题发言。第一单元发言由中国人民大学吴蕾副教授主持，主题是社会政策前沿。中国社会科学院房莉杰研究员就《社会政策工具性作用：以北京公共服务规划为例》、中国人民大学卫小将副教授就《“生活政治”治理：精准扶贫政策新转向》、中央民族大学教授杨慧就《少数民族地区脱贫攻坚的社会工作介入机制研究》、南京理工大学拜争刚教授就《循证理念助力我国社会工作和社会政策高质量发展》为主题作了大会发言。中国社工教育协会常务副会长关信平教授、中国社会工作学会副会长李迎生教授对以上发言作了精彩点评。第二单元发言由中国人民大学吕楠副教授主持，主题是社会工作专业与职业发展。南京大学吴帆教授就《社会工作者文化胜任力的四维结构及其影响因素分析》、中山大学雷杰副教授就《社会工作专业化形成性模型的测量》、吉林大学芦恒教授就《从车间主任到社区主任——城市老旧社区管理者的叙事社会工作探析》、华东理工大学黄锐副教授就《技术治理时代的来临与社会工作专业的回应》、厦门大学张洋勇博士就《社会工作者职业生存叙事：个人实务层面的应对策略》为主题作了大会发言。北京大学熊跃根教授、中国社会工作学会秘书长邹学银教授对以上发言作了精彩点评。第三单元发言由中国人民大学王阳博士主持，主题是儿童与青少年社会工作。南京大学刘柳副教授就《谁是下一个崔雪莉？中国大学生眼中的网络欺凌》、复旦大学付芳副教授就《留守儿童心理复原力与心理健康的中介机制研究》、西安交通大学李娜博士就《服刑人员未成年子女保护网络构建研究》、中国人民大学祝玉红副教授就《重复性与脆弱性：儿童伤害的研究启示》为主题作了大会发言。云南大学高万红教授、复旦大学赵芳教授对以上发言作了精彩点评。第四单元发言由中国人民大学卫小将副教授主持，主题是老年与医务社会工作。复旦大学陈虹霖教授就《认知症非药物干预的初期研究》、上海大学程明明副教授就《尊严治疗理论下临终患者的个案干预及其本土化》、华东师范大学何姗姗副教授就《晚期肺癌患者家庭功能类型与其健康相关生活质量的关系研究》、北京大学赵忻怡博士就《临终患者的死亡恐惧及临终关怀社会工作的任务》、中国人民大学吕楠副教授就《我国东北农村地区社区社会资本、社区环境与老年认知健康关系研究》为主题作了大会发言。华东理工大学何雪松教授、中国人民大学陈劲松教授对以上发言作了精彩点评。四个单元的发言与评议结束之后，中国人民大学社会工作与社会政策系副主任祝玉红副教授主持会议闭幕式。中国社会工作学会副会长、《社会建设》主编、中国人民大学社会工作与社会政策系李迎生教授作了会议总结发言，李迎生教授对18位讲者报告的前沿研究成果表达了高度的肯定。此外，他还表达了加强重大基础研究，重视本土与国际发表的关系，以高水平研究成果突出社会工作学科贡献的期待和展望。最后，中国人民大学社会工作与社会政策系主任张会平教授致闭幕辞，她对所有与会嘉宾和参会者表示了感谢，期待以此次会议为契机，深化同行之间的学术交流和合作，共同推动社会工作学科建设。至此，“双一流”建设中的社会工作与社会政策研讨会圆满结束。社会工作与社会政策学科是中国人民大学社会学一级学科开展“双一流”建设的重要组成部分。作为建党百年社会学一级学科科研系列活动之一，此次学术研讨会的成功举行，是我院社会工作与社会政策系推动一流学科建设的重要举措，对深化我院社会工作与社会政策学科与国内同行的学术交流，提升社会工作的科研影响，推动学科建设水平再上新台阶具有重要意义。朱信凯副校长到社会与人口学院指导毕业生行李...我院翟振武教授入选首批全国政协参政议政人才...
2,2020-07-07,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1467.html,社会与人口学院2020届“云”毕业典礼隆重举行,6月29日晚，中国人民大学社会与人口学院2020届毕业典礼在线上举行。中国人民大学社会与人口学院院长冯仕政，党委书记高燕燕，副院长黄家亮、张耀军、富晓星，教师代表和全体2020届毕业生及学生家长，共同参与并见证了这一神圣而庄严的时刻。社会与人口学院党委副书记唐颖主持典礼。毕业典礼在一部充满回忆的视频中拉开帷幕。学院党委书记高燕燕宣读了授予学位的决定。根据《中华人民共和国学位条例》的规定，经我校学位评定委员会第九届第九次全体会议审议，决定授予路雅慧等83人学士学位，阮琳楠等82人学术硕士学位，李诗秋等53人硕士专业学位，杨晶等18人博士学位。本科毕业生代表姜如璋、硕士毕业生代表鹿杨、博士毕业生代表罗士泂依次发言。他们深情回顾了自己的人大记忆，感谢老师们的谆谆教诲。学院教师代表祝玉红发言。她希望大家学会悦纳自己和他人，以健康轻盈的生命状态向未来出发。学院各位参会教师代表也纷纷为毕业生送上祝福。学院院长冯仕政讲话。他代表全院老师向圆满完成学业的2020届全体毕业生表示衷心祝贺和美好祝愿，向为培养同学们付出心血和汗水的各位老师和家长表示崇高敬意和诚挚感谢。他以《民胞物与，敬业乐群》为题，回答了作为一个以社会学学科立基的学院，应当秉持什么样的精神？培养什么样的学生？并以此作为愿景与全体毕业生共勉。毕业典礼在大家齐唱《陕北公学校歌》昂扬的歌声中圆满结束。6月23日，社会与人口学院还在线下为提前返校的毕业生代表们举行了2020届学位授予仪式。学院学术委员会成员杜鹏、冯仕政、宋健、李迎生、陆益龙、王水雄、和红出席了仪式，并与毕业生代表合影留念。同学们纷纷表示，学院的安排非常暖心，线上线下相结合的方式，弥补了大家不能返校的遗憾。毕业季是不舍、是离别，更是重逢的序曲、未来的约定。虽然因为疫情，我们身处天南地北，但心脏依旧默契地以同一种节奏跳动着……让我们共同分享此时此刻这线上线下的相聚。如今的离别，只为今后更好的重逢。愿全体2020届毕业生未来可期，前程似锦！毕业视频链接：https://v.qq.com/x/page/l3107udr6vz.html社会与人口学院圆满完成2020届毕业生离校
73,2020-07-06,ssps.ruc.edu.cn,http://ssps.ruc.edu.cn/index.php?s=/Index/news_cont/id/1464.html,中国人民大学社会与人口学院2020年博士研究生拟录取名单,中国人民大学社会与人口学院2020年面向港...中国人民大学社会与人口学院2020年面向港...
